"log_annual_income","debt_to_income","delinq_2y","num_collections_last_12m","num_historical_failed_to_pay","total_collection_amount_ever","num_cc_carrying_balance","account_never_delinq_percent","tax_liens","loan_amount","term","interest_rate","grade","log_total_credit_utilized","loan_status"
10.275085591132715,1.16,0,0,0,1844,1,100.0,0,12000,0,10.91,2,6.889591308354466,0
11.884495917930655,23.26,0,0,0,0,3,100.0,0,35000,1,17.47,4,11.557583293264585,0
10.691967639914864,13.75,0,0,0,0,5,94.1,0,11500,1,12.61,3,9.913338868586502,0
11.429554725537322,24.99,0,0,0,0,1,100.0,0,25450,0,7.97,1,11.474974345541657,0
11.264476926102367,10.86,0,0,0,0,7,95.5,0,6025,0,15.05,3,11.397020664325618,0
10.668978650219241,11.11,0,0,0,0,4,100.0,0,6400,0,14.07,3,9.938999473537487,0
11.695255355062795,16.9,0,0,0,0,4,100.0,0,15000,0,17.09,4,10.64007729093891,0
10.545367754151743,11.28,0,0,0,0,4,100.0,0,3000,0,13.59,3,9.302007560502007,0
11.434974734252892,9.8,0,0,1,0,5,66.0,0,35000,1,25.81,5,10.144038708505372,0
11.06665398721974,21.85,0,0,1,0,7,97.0,0,15000,1,11.99,2,10.579692012365761,1
11.350418300109132,18.92,2,0,0,0,3,90.5,0,12000,0,10.42,2,10.517320926376348,0
11.002116507732017,24.66,0,0,1,0,5,100.0,0,13000,0,7.34,1,11.120031014035916,0
11.51293546492023,17.1,0,0,0,0,6,90.0,0,12000,0,21.85,4,11.304781357446178,1
11.413116179350727,25.13,0,0,0,0,3,100.0,0,17000,0,7.35,1,12.180288061956439,0
11.798111925972618,20.86,0,0,0,0,0,100.0,0,32000,1,15.05,3,11.541940430038753,0
10.503257683590775,26.93,0,0,0,0,1,100.0,0,6000,0,7.35,1,10.015922981865916,0
9.90353755128617,11.28,0,0,1,0,2,100.0,0,15000,0,11.99,2,9.00724451596575,1
11.289794413577894,9.29,0,0,0,0,4,100.0,0,25000,0,18.45,4,9.878323578872578,0
10.545367754151743,11.5,0,0,1,244,1,100.0,0,2000,0,13.59,3,8.400209835930418,0
11.58989576532275,28.65,0,0,0,0,7,100.0,0,35725,0,10.91,2,11.614290007350709,0
10.12667110305036,8.68,0,0,0,0,5,100.0,0,14000,1,11.98,2,9.005405040310642,1
10.463131911491967,0.86,0,0,0,494,1,94.4,0,3000,0,19.03,4,10.320024474611342,1
10.968215530759236,21.19,1,0,0,0,4,95.1,0,12000,1,26.3,5,11.526739608803599,0
12.055255569732177,4.35,0,0,1,0,6,100.0,0,15000,1,20.0,4,10.205109511721595,1
12.54254845357358,7.35,0,0,0,0,2,100.0,0,40000,0,5.31,1,10.423738616949274,0
11.211833885608513,12.84,0,0,1,0,5,100.0,0,20000,1,26.77,5,11.147613327635833,0
11.05881093278828,1.08,0,0,0,179,0,90.9,0,2500,0,11.98,2,8.505525386548555,0
11.561725152903833,32.69,0,0,0,0,11,80.8,0,25000,1,30.79,7,11.503602137509345,0
10.819798284210286,2.38,0,0,0,0,1,100.0,0,40000,1,13.58,3,8.676075516476429,0
10.596659732783579,29.67,1,0,0,0,5,94.7,0,6500,0,15.05,3,10.304241580914173,0
10.968215530759236,13.64,0,0,1,713,4,100.0,0,5000,0,7.34,1,10.043988352323694,0
10.203629181337648,23.87,0,0,0,0,3,100.0,0,7200,0,13.59,3,10.136106074212856,0
10.491301994830229,26.73,2,0,0,0,4,91.1,0,20700,1,26.77,5,10.218736152705715,1
12.100717685412471,12.03,0,0,1,0,7,100.0,0,10000,0,19.03,4,11.445673933612992,1
10.778977123006351,8.98,1,0,0,405,2,89.2,0,18000,0,20.0,4,9.306104993960561,0
11.39640288460621,18.42,0,0,0,0,4,100.0,0,40000,1,15.05,3,10.773608683563433,0
12.546558246391795,7.15,0,0,0,156,5,100.0,0,35000,0,6.72,1,11.49618614096593,0
11.289794413577894,27.86,0,0,0,0,5,100.0,0,13200,1,23.88,5,11.60565960235181,0
11.375053235961534,17.48,0,0,0,0,2,70.0,0,30000,1,15.05,3,10.98220320948978,0
10.933124826700707,15.71,0,0,1,0,5,100.0,0,3000,0,20.0,4,9.875345246589848,0
10.519240598188375,10.24,0,0,0,0,6,100.0,0,3600,0,10.91,2,9.125000324809168,0
10.778977123006351,15.25,0,0,0,0,3,100.0,0,15000,1,28.72,6,9.657139343577324,1
10.819798284210286,18.07,0,0,0,0,8,100.0,0,20000,0,9.44,2,10.611769620680343,0
10.819798284210286,59.68,2,0,0,0,8,94.9,0,15000,0,13.59,3,11.363427278823627,0
12.206077645517674,11.04,0,0,0,0,7,100.0,0,30000,1,15.04,3,11.219775135482212,0
10.933124826700707,25.7,0,0,1,0,5,100.0,0,14000,0,9.44,2,11.058700692227516,0
11.461642696843066,17.69,0,0,0,0,3,100.0,0,3500,0,6.08,1,11.355639876447484,0
11.813037464800539,20.24,0,0,0,0,1,94.7,0,16000,1,14.08,3,12.230438375431927,0
11.951186847493476,2.01,0,0,0,0,2,100.0,0,40000,0,6.08,1,10.03223250842669,0
10.859018228147887,9.55,0,0,0,217,4,93.3,0,23625,0,21.45,4,9.642577230581775,0
10.736418414365376,18.18,1,0,0,0,7,95.2,0,9000,0,12.61,3,9.596894455192587,0
11.314486721293981,6.2,0,0,1,107,6,95.7,0,24000,1,20.0,4,9.609854474590907,0
10.819798284210286,13.79,0,0,0,0,6,100.0,0,5000,0,10.91,2,9.766922993079902,0
11.127277689932466,16.11,0,0,0,0,0,87.5,0,10000,1,11.98,2,11.238027986877867,0
10.915106645867503,28.5,0,0,0,0,0,100.0,0,24875,1,24.85,5,10.852884186307278,0
10.819798284210286,59.29,0,0,0,0,11,100.0,0,40000,1,20.0,4,11.384353184170465,0
10.714439990727769,14.37,4,0,0,0,8,77.8,0,3000,0,16.01,3,10.292620006023395,0
10.61707441233353,6.7,0,0,0,0,2,95.0,0,15000,1,20.0,4,8.949754525186103,0
11.002116507732017,26.0,0,0,0,0,7,100.0,0,8000,0,21.45,4,10.79148168525517,0
10.571342565808699,1.29,0,0,0,0,2,100.0,0,5000,0,16.01,3,7.249925536717988,0
10.778977123006351,26.4,0,0,1,0,4,100.0,0,10000,0,12.62,3,10.642277090974774,0
11.695255355062795,12.99,0,0,0,0,4,100.0,0,6750,0,7.96,1,11.561782293584203,0
11.211833885608513,23.81,0,0,0,0,9,100.0,0,25000,1,19.42,4,10.855377061650147,1
11.736077016252437,22.6,0,0,0,0,2,100.0,0,30000,1,16.02,3,11.41633746910659,0
11.159117834926688,22.77,0,0,0,0,1,93.8,0,6000,0,18.45,4,10.889845245523059,1
9.61106090905359,11.58,0,0,1,0,4,100.0,0,4600,0,19.42,4,6.559615237493242,0
11.44939976409035,24.54,0,0,0,722,4,96.6,0,16000,1,19.42,4,12.200507187057292,0
11.326607934898927,10.57,0,0,0,0,2,100.0,0,7000,0,6.71,1,9.807582195649056,0
11.002116507732017,1.2,0,0,0,0,2,100.0,0,10000,1,11.99,2,8.194229304819817,1
11.002116507732017,19.56,0,0,0,0,5,84.6,0,9600,0,21.85,4,10.578623500294222,0
10.778977123006351,26.11,0,0,0,0,6,100.0,0,4800,0,10.42,2,10.404020386816686,1
11.225256725762893,18.42,0,0,1,0,5,100.0,0,3000,0,9.93,2,9.921965773781901,0
11.407576060361786,20.59,0,0,0,0,4,100.0,0,40000,1,16.01,3,10.4825697768081,1
10.839600519357369,33.6,0,0,1,0,4,96.4,0,15400,0,17.09,4,10.968025860870487,0
11.028141137407799,28.97,0,0,0,0,8,100.0,0,15000,1,19.03,4,11.224029322500268,1
10.905974329106854,32.44,0,0,0,0,2,100.0,0,15000,1,11.98,2,11.22819902034408,0
11.289794413577894,6.41,0,0,0,177,2,57.7,0,9000,0,10.91,2,10.621644368600101,0
10.12667110305036,47.91,0,0,0,0,7,100.0,0,17275,0,7.35,1,10.704120488830531,0
11.542493975902508,18.93,0,0,0,0,4,100.0,0,8000,0,16.01,3,11.214263331675284,0
10.819798284210286,1.97,0,0,0,296,3,87.5,0,15000,1,21.45,4,7.716460800176355,0
10.714439990727769,16.51,1,0,0,0,2,91.3,0,6000,0,13.59,3,10.552552220525884,0
11.451060699493427,26.72,0,0,0,0,15,100.0,0,25000,1,12.62,3,11.715335555897527,0
13.017005083966255,15.92,1,0,0,0,5,78.6,0,20175,0,15.04,3,12.208300162770525,0
11.461642696843066,35.32,0,0,0,0,3,100.0,0,9550,0,26.3,5,11.304805984955106,1
11.669937760751914,13.34,0,0,0,0,1,100.0,0,9000,0,7.97,1,11.201810985535325,0
11.124332223082254,16.34,2,0,0,0,11,70.0,0,21000,0,10.42,2,10.98357939156686,0
11.547336553476635,31.29,0,0,0,0,5,100.0,0,8500,0,18.45,4,11.606215423683235,0
12.206077645517674,20.18,1,0,0,0,7,96.4,0,13000,0,12.62,3,12.719785098392453,0
10.859018228147887,21.83,0,0,0,0,5,100.0,0,12000,1,7.35,1,11.033275458672687,0
11.652696102959753,23.28,0,0,0,0,7,97.7,0,20000,0,6.07,1,12.003136051524452,0
10.645448706505872,8.94,2,0,0,0,5,76.9,0,36000,1,17.47,4,9.134214981586691,0
9.980494888896912,34.28,0,0,0,0,1,100.0,0,10500,1,25.82,5,9.75481351515439,1
11.695255355062795,4.32,0,0,0,0,4,83.3,0,40000,1,15.04,3,9.943429159629076,0
10.768506042432708,32.88,0,0,0,0,4,100.0,0,9800,0,9.44,2,11.726002518684174,0
11.51293546492023,18.79,0,0,1,0,7,100.0,0,16000,1,11.98,2,11.019710525463898,0
10.819798284210286,29.53,0,0,0,0,5,97.6,0,12000,1,11.98,2,10.996768990769434,0
10.505094936455558,4.67,0,0,0,0,2,100.0,0,3500,0,9.92,2,8.167068178341237,1
11.289794413577894,1.86,0,0,0,0,3,100.0,0,40000,1,12.62,3,7.647786045440933,1
11.678448377988165,9.34,0,0,0,0,2,87.1,0,7000,0,10.91,2,10.311116983473669,0
11.184435286790631,16.17,0,0,0,0,6,100.0,0,19500,0,16.02,3,10.42225158360364,0
11.041336579870135,16.92,1,0,0,0,3,88.9,0,10000,0,18.45,4,10.114518035966535,0
11.51293546492023,11.44,2,0,0,0,5,64.3,0,11200,0,16.02,3,10.4195394952737,1
11.51293546492023,18.7,1,0,0,568,3,100.0,0,15600,0,14.07,3,11.168066154971923,0
10.819798284210286,8.55,1,0,0,0,6,95.2,0,1800,0,10.91,2,9.185022563991893,0
11.104972264124868,24.11,1,2,0,0,3,83.3,0,25000,1,26.3,5,11.148880572412432,0
10.819798284210286,21.4,0,0,0,497,1,100.0,0,2500,0,5.32,1,9.98562038207465,0
11.608244735642321,11.99,0,0,0,0,4,96.6,0,35000,0,11.99,2,10.976063826653396,0
10.518700218288165,22.61,0,0,0,0,2,83.3,0,4000,0,18.06,4,10.515397562335451,0
11.918397239722838,14.07,0,0,0,0,8,100.0,0,20000,0,14.07,3,11.668201225941987,0
9.568084743872936,22.59,0,0,0,0,2,100.0,0,1000,0,14.07,3,8.5422759717837,1
10.463131911491967,14.37,0,0,0,0,1,100.0,0,27000,1,11.99,2,9.753826777981722,0
11.225256725762893,13.78,1,0,0,0,9,80.0,0,5000,0,13.59,3,11.390362272547103,0
11.522885696764481,10.69,0,0,0,0,2,96.8,0,3100,0,5.31,1,10.777517755695682,0
11.002116507732017,19.42,0,0,0,0,7,100.0,0,10000,0,7.35,1,11.818378690907128,0
12.100717685412471,12.76,0,0,0,0,5,88.2,0,10000,0,26.77,5,11.185878668996171,0
11.781432363235949,14.47,0,0,0,0,8,100.0,0,20000,0,11.99,2,10.830955585000408,0
10.79117302739995,21.19,1,0,1,0,10,89.0,0,12000,0,24.85,5,9.765890764521682,0
11.225256725762893,22.26,0,0,0,0,6,93.8,0,3000,0,19.03,4,11.563865697038613,0
10.757924157061597,12.67,0,0,0,0,5,100.0,0,3000,0,13.59,3,8.198089248956116,0
11.156264806643742,24.64,0,0,0,0,8,95.2,0,7200,0,13.58,3,10.738958608308268,1
10.985309671896763,30.88,1,0,0,0,6,96.1,0,32000,0,15.05,3,11.249766885117783,0
11.225256725762893,10.61,0,0,0,1070,3,96.5,0,9000,0,17.09,4,12.449112937358834,1
10.714439990727769,28.45,0,0,0,0,3,88.9,0,12000,1,11.98,2,10.811262124641944,0
11.407576060361786,18.87,1,0,0,0,4,100.0,0,30000,0,12.61,3,10.07617956035424,1
11.49273296168228,31.73,0,0,0,0,6,100.0,0,29400,1,24.85,5,11.594477801810804,0
11.51293546492023,18.0,0,0,0,0,3,92.0,0,40000,1,15.05,3,11.097258494377467,1
11.429554725537322,26.56,2,0,0,0,2,100.0,0,7000,0,13.59,3,11.169772964992372,1
11.326607934898927,16.98,0,0,0,0,8,100.0,0,35000,0,30.94,7,10.096378060679317,1
10.714439990727769,30.93,0,0,0,0,4,100.0,0,30000,1,26.77,5,10.742573213501311,0
10.463131911491967,3.98,0,0,0,0,4,100.0,0,3200,0,14.08,3,7.792348924113037,0
11.736077016252437,16.2,1,0,0,0,0,88.5,0,30000,1,26.3,5,11.051207415311266,0
10.463131911491967,14.61,0,0,0,0,1,100.0,0,10000,0,6.08,1,10.398945699170996,0
10.523648900339143,18.24,0,0,0,0,4,100.0,0,27500,1,15.05,3,9.96326475657199,1
10.596659732783579,16.53,0,0,0,698,2,100.0,0,2500,0,11.99,2,11.054897836295,0
11.849404844423074,17.35,0,0,0,0,10,97.6,0,19425,1,12.62,3,11.287341438116659,0
11.302216779257382,13.74,0,0,0,0,3,100.0,0,16000,0,12.62,3,9.819181603482871,0
11.918397239722838,13.89,0,0,2,0,7,66.7,0,10000,0,12.62,3,11.652670015889809,1
11.050905878263567,30.0,0,0,0,52,3,76.0,0,20000,1,21.85,4,11.498948237039368,1
10.819798284210286,7.24,0,0,0,0,3,100.0,0,5000,0,7.97,1,9.630891117502388,0
12.388398368982115,3.77,3,0,0,0,5,70.4,0,21000,1,12.61,3,11.6194453083479,1
11.407576060361786,22.17,2,0,0,0,12,93.3,0,20000,0,15.04,3,10.83143013715073,0
10.239995502805316,6.73,1,0,0,0,4,96.7,0,15600,1,16.01,3,8.732304571033183,0
10.968215530759236,15.09,0,0,0,1460,4,100.0,0,12000,0,16.02,3,10.011399809730523,0
10.635879484421974,16.44,0,0,0,0,3,100.0,0,3000,0,19.03,4,10.18244416866955,0
10.987713519208159,8.79,0,0,1,0,2,100.0,0,10000,0,7.35,1,9.81126260849361,0
10.819798284210286,9.7,0,0,0,0,3,100.0,0,40000,1,10.42,2,8.294299608857235,0
11.002116507732017,11.52,0,0,0,0,5,90.9,0,12000,1,15.04,3,10.118518283739787,0
12.013706813470414,14.2,0,0,0,0,8,65.4,0,30000,0,19.42,4,11.78649593547736,0
11.461642696843066,23.02,0,0,0,0,5,95.7,0,6400,0,14.08,3,11.273487375812225,0
11.362114203075018,10.75,0,0,0,0,6,100.0,0,25000,0,11.99,2,10.115489263431494,0
11.184435286790631,27.07,0,0,0,0,1,100.0,0,30000,0,17.47,4,11.422760028250476,1
10.896757843893464,9.78,0,0,0,0,3,85.2,0,10000,0,14.08,3,10.559244343877515,0
10.596659732783579,3.27,1,0,0,737,4,90.9,0,10000,1,21.85,4,8.928110078202646,0
11.918397239722838,11.62,0,0,0,0,6,100.0,0,35000,0,29.69,6,11.349370705067676,1
10.404293143019792,15.67,0,0,0,0,3,91.7,0,15000,1,26.3,5,9.504799428706987,1
10.680373678182958,6.18,0,0,0,695,1,100.0,0,6025,0,7.34,1,8.114025442356757,0
10.285376924115587,54.81,1,0,0,500,1,93.8,0,11000,0,13.59,3,10.751028240581167,0
12.128116509451258,8.09,0,0,0,0,2,96.6,0,40000,1,7.35,1,10.544077482357398,1
10.915106645867503,23.91,0,0,1,0,8,100.0,0,16000,1,14.08,3,10.619056476530803,0
11.156264806643742,11.96,0,0,0,0,7,100.0,0,15000,1,13.59,3,10.19779761127813,0
10.596659732783579,3.31,0,0,0,4591,2,61.5,0,30000,1,21.45,4,7.851271997109883,0
10.596659732783579,24.66,1,0,0,0,8,93.0,0,8000,0,9.93,2,10.786511014294137,1
11.096181994565377,16.54,0,0,0,1556,8,93.8,0,4000,0,15.04,3,10.602119663326643,0
11.002116507732017,26.32,0,0,0,0,6,87.0,0,12000,0,16.02,3,10.493660257468244,0
11.982935344196433,9.26,3,0,0,924,4,69.2,0,12000,1,25.82,5,11.85024734054602,0
10.545367754151743,15.13,0,0,0,0,5,100.0,0,3000,0,15.05,3,9.973852815196691,0
11.931642378754141,15.95,0,0,0,0,2,100.0,0,21925,0,10.91,2,10.977858376831204,1
11.251573687764477,19.95,0,0,0,995,4,100.0,0,10000,0,7.35,1,10.410606314370792,0
11.51293546492023,19.34,0,0,0,327,11,88.2,0,10000,0,13.59,3,10.565350443056307,0
10.933124826700707,17.55,0,0,0,0,6,100.0,0,15000,1,14.08,3,10.72880269667349,0
10.915106645867503,18.13,0,0,0,0,1,100.0,0,1800,0,7.35,1,10.623812061100866,0
11.225256725762893,10.19,0,0,0,0,3,77.8,0,22000,0,6.71,1,10.024952689817304,0
10.915106645867503,8.79,0,0,0,0,1,100.0,0,1625,0,7.34,1,9.634627234324935,0
11.918397239722838,3.08,0,0,0,0,3,100.0,0,8000,0,5.32,1,9.109967397829395,0
11.608244735642321,19.26,1,0,0,0,3,87.2,0,13000,0,9.92,2,11.590747246673999,0
10.950824090522445,15.54,0,0,0,0,2,83.8,0,23400,0,14.08,3,11.128967413146496,0
11.289794413577894,20.5,2,0,0,0,8,76.5,0,25000,0,11.99,2,12.516944983101101,0
11.082157933374816,29.51,1,0,0,0,4,94.7,0,4200,0,14.07,3,11.018497987013873,0
12.129304985694676,12.83,1,0,0,0,2,91.2,0,20000,0,5.31,1,11.34826306340609,0
11.669937760751914,9.99,0,0,0,0,2,100.0,0,27000,0,9.93,2,11.245006803359397,0
11.156264806643742,7.01,0,0,1,0,9,100.0,1,5000,0,13.59,3,9.257319373170178,1
11.385103457032141,25.28,0,0,0,0,4,100.0,0,10000,1,28.72,6,11.45364244280639,0
11.695255355062795,8.74,0,0,0,0,10,100.0,0,40000,1,11.99,2,9.976784481597585,1
10.085850775128717,3.85,0,0,0,0,3,100.0,0,6400,0,6.07,1,6.897704943128636,0
11.608244735642321,18.87,1,0,0,0,6,96.7,0,35000,1,17.09,4,11.756396995755074,0
10.308985993422082,31.76,1,0,0,0,3,90.9,0,8425,0,15.05,3,9.82211479407039,0
11.326607934898927,24.7,2,1,0,728,12,85.0,0,30850,0,13.59,3,10.820258169247134,1
11.225256725762893,9.55,1,1,0,0,5,94.4,0,4800,0,9.92,2,10.006269747179154,0
11.461642696843066,6.7,0,0,0,350,3,87.9,0,20000,0,9.43,2,8.909640602443098,0
11.184435286790631,1.43,0,0,0,0,3,100.0,0,21600,1,7.34,1,8.574518258035507,1
10.165890277802454,1.15,0,0,0,0,1,100.0,0,4800,0,9.93,2,5.308267697401205,1
9.798182590890704,8.47,1,0,0,0,5,90.0,0,18125,0,13.59,3,7.783640596221253,0
11.944714374881176,4.38,0,0,0,0,1,100.0,0,19500,0,6.71,1,9.788301142727011,1
11.289794413577894,13.34,0,0,0,0,2,96.7,0,9000,0,18.45,4,10.295529640312152,0
10.819798284210286,12.43,0,0,0,0,5,100.0,0,10000,1,18.06,4,9.83916234197957,0
10.419330568113901,18.09,0,0,0,0,6,94.7,0,12500,0,6.07,1,9.955700423983062,0
11.082157933374816,15.77,0,0,0,0,5,100.0,0,12000,0,6.72,1,10.449410013339548,0
12.25486757159303,13.67,0,0,1,0,3,94.1,0,28000,1,17.47,4,11.477495159138261,0
10.596659732783579,14.34,3,0,0,0,3,81.8,0,13000,1,11.99,2,8.891786635857315,1
11.58989576532275,16.31,0,0,0,0,5,68.9,0,15000,0,12.61,3,11.820167488215805,0
11.37826200322577,13.64,0,0,0,0,5,100.0,0,24000,0,10.91,2,10.746476141335233,0
